Date,Units Sold,Inventory Level,Units Ordered,Demand,Price,Competitor Pricing,Discount,Promotion,Epidemic,Seasonality,Weather_Cloudy,Weather_Rainy,Weather_Snowy,Weather_Sunny,DayOfWeek,DayOfMonth,Month,WeekOfYear,IsWeekend,UnitsSold_Lag_1,UnitsSold_Lag_7,UnitsSold_Lag_14,UnitsSold_Lag_21,UnitsSold_Lag_28,UnitsSold_RollingMean_7,UnitsSold_RollingMean_14,UnitsSold_RollingMean_28,UnitsSold_RollingStd_7,UnitsSold_RollingStd_14,UnitsSold_RollingStd_28
2022-08-11,9843,33284,8881,11421,69.95,72.34,8.15,25.0,0,Summer,80.0,20.0,0.0,0.0,3,11,8,32,0,9437.0,10541.0,9709.0,5975.0,6465.0,10218.57142857143,9968.5,8529.75,527.3420323164008,633.2816544367807,1869.730196915919
2022-08-12,9735,34070,12076,11440,69.77,71.36,8.45,30.0,0,Summer,60.0,20.0,0.0,20.0,4,12,8,32,0,9843.0,10100.0,8366.0,6660.0,6380.0,10118.857142857143,9978.07142857143,8650.392857142857,522.1798631925443,630.0623246688102,1840.3196046759049
2022-08-13,9875,33822,8365,11353,70.1,70.18,9.6,30.0,0,Summer,60.0,40.0,0.0,0.0,5,13,8,32,1,9735.0,10198.0,9827.0,7466.0,6267.0,10066.714285714286,10075.857142857143,8770.214285714286,542.2160437456769,437.4015682049657,1795.7011084530332
2022-08-14,10129,36742,9928,12114,70.7,72.3,9.65,35.0,0,Summer,20.0,20.0,0.0,60.0,6,14,8,32,1,9875.0,10271.0,10122.0,5703.0,6510.0,10020.57142857143,10079.285714285714,8899.07142857143,542.9247514290192,435.4847747178084,1737.9447190750423
2022-08-15,10490,37547,7976,11844,70.48,72.17,9.55,35.0,0,Summer,60.0,40.0,0.0,0.0,0,15,8,33,0,10129.0,9864.0,9543.0,9478.0,6005.0,10000.285714285714,10079.785714285714,9028.32142857143,534.5972671976682,435.54160422515366,1687.5305880041751
2022-08-16,10647,34354,12349,12029,69.43,70.91,11.2,45.0,0,Summer,40.0,40.0,0.0,20.0,1,16,8,33,0,10490.0,11119.0,9997.0,10501.0,6180.0,10089.714285714286,10147.42857142857,9188.5,559.7662352225374,418.98535210047174,1600.5454741477347
2022-08-17,10456,31292,13016,12606,71.13,73.79,8.85,30.0,0,Summer,80.0,0.0,0.0,20.0,2,17,8,33,0,10647.0,9437.0,10465.0,9476.0,6208.0,10022.285714285714,10193.857142857143,9348.035714285714,428.04622580808706,436.67429459549163,1509.6067793656932
2022-08-18,10261,30755,8593,12655,70.82,74.51,10.0,35.0,0,Summer,0.0,20.0,0.0,80.0,3,18,8,33,0,10456.0,9843.0,10541.0,9709.0,5975.0,10167.857142857143,10193.214285714286,9499.75,364.36082325598977,436.25084149297334,1391.1615084498906
2022-08-19,9393,35224,6423,10975,68.32,71.06,10.25,40.0,0,Summer,40.0,60.0,0.0,0.0,4,19,8,33,0,10261.0,9735.0,10100.0,8366.0,6660.0,10227.57142857143,10173.214285714286,9652.82142857143,335.3445278827793,425.36250215761737,1213.4049751001794
2022-08-20,10093,34799,11128,12221,71.29,74.26,9.05,35.0,0,Summer,40.0,40.0,0.0,20.0,5,20,8,33,1,9393.0,9875.0,10198.0,9827.0,7466.0,10178.714285714286,10122.714285714286,9750.42857142857,430.4860486650072,473.92005631778346,1064.5336460619117
2022-08-21,10332,35404,10011,12185,69.93,71.13,9.7,35.0,0,Summer,40.0,20.0,0.0,40.0,6,21,8,33,1,10093.0,10129.0,10271.0,10122.0,5703.0,10209.857142857143,10115.214285714286,9844.25,412.3560066137613,473.46759755457106,967.0407944591233
2022-08-22,10836,34313,13507,12012,71.26,75.39,8.25,30.0,0,Summer,0.0,60.0,0.0,40.0,0,22,8,34,0,10332.0,10490.0,9864.0,9543.0,9478.0,10238.857142857143,10119.57142857143,10009.57142857143,412.8597132890473,475.28869191194934,529.5773596880487
2022-08-23,10428,32532,9023,12313,72.81,75.02,7.75,25.0,0,Summer,60.0,0.0,0.0,40.0,1,23,8,34,0,10836.0,10647.0,11119.0,9997.0,10501.0,10288.285714285714,10189.0,10058.07142857143,465.31771020297725,505.13973695026664,541.1497313553956
2022-08-24,9829,31599,7151,11611,69.94,71.3,9.25,35.0,0,Summer,40.0,40.0,0.0,20.0,2,24,8,34,0,10428.0,10456.0,9437.0,10465.0,9476.0,10257.0,10139.642857142857,10055.464285714286,444.0563027364561,436.3551142295881,539.1087626226205
2022-08-25,11555,32888,16314,13494,72.32,75.01,10.6,45.0,0,Summer,20.0,20.0,0.0,60.0,3,25,8,34,0,9829.0,10261.0,9843.0,10541.0,9709.0,10167.42857142857,10167.642857142857,10068.07142857143,460.16984442079496,398.75683879219855,529.0904094534756
2022-08-26,10261,33539,8599,11971,70.34,72.03,10.25,45.0,0,Summer,40.0,60.0,0.0,0.0,4,26,8,34,0,11555.0,9393.0,9735.0,10100.0,8366.0,10352.285714285714,10289.92857142857,10134.0,700.943581725287,531.8404133523094,593.7517251436802
2022-08-27,10971,31527,10866,13033,72.01,75.75,9.35,30.0,0,Summer,40.0,20.0,0.0,40.0,5,27,8,34,1,10261.0,10093.0,9875.0,10198.0,9827.0,10476.285714285714,10327.5,10201.67857142857,566.9220152971113,507.65172040563306,482.30404223210144
2022-08-28,11295,32329,12089,13021,71.81,73.6,11.05,50.0,0,Summer,40.0,20.0,0.0,40.0,6,28,8,34,1,10971.0,10332.0,10129.0,10271.0,10122.0,10601.714285714286,10405.785714285714,10242.535714285714,565.1122939397699,516.9264459760979,497.60146794343007
2022-08-29,9378,32684,6000,10782,71.41,72.69,4.9,0.0,0,Summer,40.0,60.0,0.0,0.0,0,29,8,35,0,11295.0,10836.0,10490.0,9864.0,9543.0,10739.285714285714,10489.07142857143,10284.42857142857,604.3632225424257,560.9572127226127,535.0460989880345
2022-08-30,9732,33936,8338,11228,73.03,74.77,4.3,0.0,0,Summer,80.0,0.0,0.0,20.0,1,30,8,35,0,9378.0,10428.0,10647.0,11119.0,9997.0,10531.0,10409.642857142857,10278.535714285714,788.6268657186993,634.6957608108297,544.3423134690063
2022-08-31,9631,31523,8207,10906,72.33,74.1,4.5,0.0,0,Summer,40.0,40.0,0.0,20.0,2,31,8,35,0,9732.0,9829.0,10456.0,9437.0,10465.0,10431.57142857143,10344.285714285714,10269.07142857143,845.5948314929482,655.1548764131594,551.6729391097748
2022-09-01,9577,32386,11494,11246,67.29,67.35,12.55,55.0,0,Autumn,20.0,40.0,20.0,20.0,3,1,9,35,0,9631.0,11555.0,10261.0,9843.0,10541.0,10403.285714285714,10285.357142857143,10239.285714285714,872.0096930435312,680.9294109064417,563.0988241101834
2022-09-02,9962,30418,11963,11928,71.59,72.89,8.4,35.0,0,Autumn,0.0,0.0,20.0,80.0,4,2,9,35,0,9577.0,10261.0,9393.0,9735.0,10100.0,10120.714285714286,10236.5,10204.857142857143,748.3071370958223,706.8566115067476,573.3452656565494
2022-09-03,10090,29438,8288,11810,70.42,73.34,8.05,25.0,0,Autumn,0.0,20.0,20.0,60.0,5,3,9,35,1,9962.0,10971.0,10093.0,9875.0,10198.0,10078.0,10277.142857142857,10199.92857142857,747.4980490498343,670.0248970280088,574.8711242737759
2022-09-04,9907,31110,12715,12040,69.7,70.71,10.7,45.0,0,Autumn,60.0,0.0,20.0,20.0,6,4,9,35,1,10090.0,11295.0,10332.0,10129.0,10271.0,9952.142857142857,10276.92857142857,10196.07142857143,638.2704308184115,670.0887959856707,575.2467379514595
2022-09-05,9434,32837,6228,10762,68.92,68.32,9.15,30.0,0,Autumn,20.0,0.0,60.0,20.0,0,5,9,36,0,9907.0,9378.0,10836.0,10490.0,9864.0,9753.857142857143,10246.57142857143,10183.07142857143,247.6176007283367,676.9933205312943,577.5989207291673
2022-09-06,9725,31198,11429,11273,68.65,70.98,9.95,40.0,0,Autumn,0.0,0.0,40.0,60.0,1,6,9,36,0,9434.0,9732.0,10428.0,10647.0,11119.0,9761.857142857143,10146.42857142857,10167.714285714286,233.9796490946549,686.7204911512883,591.935047559347
2022-09-07,8756,29878,7165,10577,68.88,70.53,8.65,25.0,0,Autumn,20.0,20.0,20.0,40.0,2,7,9,36,0,9725.0,9631.0,9829.0,10456.0,9437.0,9760.857142857143,10096.214285714286,10117.92857142857,234.143423689679,690.2410034597897,567.0620142826658
2022-09-08,9002,34725,8762,10650,67.3,69.54,10.15,40.0,0,Autumn,40.0,0.0,40.0,20.0,3,8,9,36,0,8756.0,9577.0,11555.0,10261.0,9843.0,9635.857142857143,10019.57142857143,10093.607142857143,449.5254640808758,776.3899411116662,610.3042555902105
2022-09-09,9624,32604,10348,10980,66.58,68.01,11.8,50.0,0,Autumn,60.0,0.0,20.0,20.0,4,9,9,36,0,9002.0,9962.0,10261.0,9393.0,9735.0,9553.714285714286,9837.214285714286,10063.57142857143,510.4764814320278,682.1070498628249,642.9177372970852
2022-09-10,8596,30799,7171,9945,68.08,70.82,6.9,15.0,0,Autumn,0.0,20.0,40.0,40.0,5,10,9,36,1,9624.0,10090.0,10971.0,10093.0,9875.0,9505.42857142857,9791.714285714286,10059.607142857143,480.527438392029,672.8465853911775,645.356366627832
2022-09-11,9813,30710,10205,11279,69.84,72.32,9.65,40.0,0,Autumn,80.0,0.0,0.0,20.0,6,11,9,36,1,8596.0,9907.0,11295.0,10332.0,10129.0,9292.0,9622.07142857143,10013.92857142857,508.5787385777374,651.7142441622698,701.7104461703115
2022-09-12,8536,32076,8174,9804,68.56,69.62,6.15,15.0,0,Autumn,20.0,20.0,60.0,0.0,0,12,9,37,0,9813.0,9434.0,9378.0,10836.0,10490.0,9278.57142857143,9516.214285714286,10002.642857142857,490.5554189361365,447.41929716159086,702.3320526426937
2022-09-13,9033,31046,7581,10275,68.75,68.83,7.9,25.0,0,Autumn,0.0,60.0,20.0,20.0,1,13,9,37,0,8536.0,9725.0,9732.0,10428.0,10647.0,9150.285714285714,9456.07142857143,9932.857142857143,556.1656570620206,518.3901803862843,747.7239891973188
2022-09-14,8821,30972,9386,10313,66.78,68.37,11.1,45.0,0,Autumn,20.0,60.0,20.0,0.0,2,14,9,37,0,9033.0,8756.0,9631.0,9829.0,10456.0,9051.42857142857,9406.142857142857,9875.214285714286,495.1383164136507,523.4076007124489,752.8260020867892
2022-09-15,10164,29762,10489,12000,71.77,73.11,9.45,40.0,0,Autumn,40.0,0.0,0.0,60.0,3,15,9,37,0,8821.0,9002.0,9577.0,11555.0,10261.0,9060.714285714286,9348.285714285714,9816.82142857143,489.24898715129024,541.1091783154204,769.3371872410349
2022-09-16,9394,31162,9461,10783,68.93,69.86,9.95,40.0,0,Autumn,0.0,0.0,60.0,40.0,4,16,9,37,0,10164.0,9624.0,9962.0,10261.0,9393.0,9226.714285714286,9390.214285714286,9813.357142857143,639.9332554482238,581.4343244309024,767.4791450555695
2022-09-17,9744,32244,7619,11014,69.0,71.23,10.25,40.0,0,Autumn,80.0,20.0,0.0,0.0,5,17,9,37,1,9394.0,8596.0,10090.0,10971.0,10093.0,9193.857142857143,9349.642857142857,9813.392857142857,621.7822310561259,557.803881601515,767.4588824447704
2022-09-18,9200,29332,10260,10849,66.75,69.27,11.1,45.0,0,Autumn,20.0,60.0,0.0,20.0,6,18,9,37,1,9744.0,9813.0,9907.0,11295.0,10332.0,9357.857142857143,9324.92857142857,9800.92857142857,588.3070141151915,529.4209411867646,765.5813539551492
2022-09-19,9113,28063,8546,10898,68.69,70.2,10.15,45.0,0,Autumn,0.0,20.0,20.0,60.0,0,19,9,38,0,9200.0,8536.0,9434.0,9378.0,10836.0,9270.285714285714,9274.42857142857,9760.5,553.8822721739353,502.671434864384,766.3867363346135
2022-09-20,8461,28979,7437,9832,68.73,70.73,7.55,20.0,0,Autumn,0.0,40.0,0.0,60.0,1,20,9,38,0,9113.0,9033.0,9725.0,9732.0,10428.0,9352.714285714286,9251.5,9698.964285714286,461.64839228056184,502.15363110388506,745.7271610161725
2022-09-21,8738,27625,8106,9975,66.28,68.81,10.9,55.0,0,Autumn,0.0,80.0,0.0,20.0,2,21,9,38,0,8461.0,8821.0,8756.0,9631.0,9829.0,9271.0,9161.214285714286,9628.714285714286,566.4085686734063,523.6428874972162,766.8556219873062
2022-09-22,8432,29596,9735,10230,66.66,68.97,10.0,45.0,0,Autumn,0.0,40.0,60.0,0.0,3,22,9,38,0,8738.0,10164.0,9002.0,9577.0,11555.0,9259.142857142857,9159.92857142857,9589.75,578.1460105577135,524.7353126593416,783.8313133434846
2022-09-23,9947,29360,11447,11271,70.48,72.8,7.75,25.0,0,Autumn,20.0,20.0,0.0,60.0,4,23,9,38,0,8432.0,9394.0,9624.0,9962.0,10261.0,9011.714285714286,9119.214285714286,9478.214285714286,490.3008308802843,558.9305968436164,712.8041316930804
2022-09-24,9352,28057,10388,11592,71.47,72.88,7.8,20.0,0,Autumn,0.0,0.0,0.0,100.0,5,24,9,38,1,9947.0,9744.0,8596.0,10090.0,10971.0,9090.714285714286,9142.285714285714,9467.0,595.440933058768,587.3154608466385,702.4272204292745
2022-09-25,8490,28161,6256,9804,66.5,67.22,9.15,30.0,0,Autumn,20.0,20.0,60.0,0.0,6,25,9,38,1,9352.0,9200.0,9813.0,9907.0,11295.0,9034.714285714286,9196.285714285714,9409.17857142857,539.5731999416114,567.6497333569953,637.6898150861027
2022-09-26,10579,30427,16820,12493,69.99,72.6,10.1,35.0,0,Autumn,0.0,40.0,0.0,60.0,0,26,9,39,0,8490.0,9113.0,8536.0,9434.0,9378.0,8933.285714285714,9101.785714285714,9309.0,569.2415170750443,567.2077598703956,543.8909885330028
2022-09-27,9177,27546,8773,10739,68.45,70.87,8.25,30.0,0,Autumn,40.0,0.0,20.0,40.0,1,27,9,39,0,10579.0,8461.0,9033.0,9725.0,9732.0,9142.714285714286,9247.714285714286,9351.892857142857,847.8670717916589,664.8502929893012,594.5335762431101
2022-09-28,8564,28938,6405,10042,65.57,66.17,10.9,45.0,0,Autumn,20.0,80.0,0.0,0.0,2,28,9,39,0,9177.0,8738.0,8821.0,8756.0,9631.0,9245.0,9258.0,9332.07142857143,793.3553218241218,662.3822972365393,590.6305437017614
2022-09-29,8676,33555,7395,10272,70.36,73.64,5.1,0.0,0,Autumn,40.0,40.0,0.0,20.0,3,29,9,39,0,8564.0,8432.0,10164.0,9002.0,9577.0,9220.142857142857,9239.642857142857,9293.964285714286,814.3364228154105,678.7830294718252,604.8787746404911
2022-09-30,8244,34590,7314,9588,68.18,70.17,5.05,0.0,0,Autumn,40.0,60.0,0.0,0.0,4,30,9,39,0,8676.0,9947.0,9394.0,9624.0,9962.0,9255.0,9133.357142857143,9261.785714285714,779.4527995117187,638.1950036136379,613.1730682606766
2022-10-01,8277,33611,5925,9611,66.86,68.81,7.4,25.0,0,Autumn,0.0,60.0,40.0,0.0,5,1,10,39,1,8244.0,9352.0,9744.0,8596.0,10090.0,9011.714285714286,9051.214285714286,9200.42857142857,793.1184683021174,675.0136384458921,626.3258191596718
2022-10-02,9981,32935,13127,11151,69.38,72.37,8.75,35.0,0,Autumn,0.0,40.0,0.0,60.0,6,2,10,39,1,8277.0,8490.0,9200.0,9813.0,9907.0,8858.142857142857,8946.42857142857,9135.67857142857,819.8722316254349,673.0584286313475,624.6676184963385
2022-10-03,8834,29678,7693,10409,68.8,69.89,7.7,20.0,0,Autumn,0.0,0.0,80.0,20.0,0,3,10,40,0,9981.0,10579.0,9113.0,8536.0,9434.0,9071.142857142857,9002.214285714286,9138.32142857143,898.2240679198411,725.9778740612027,628.1983676781106
2022-10-04,8915,29565,9997,10527,69.2,70.32,7.25,20.0,0,Autumn,20.0,40.0,20.0,20.0,1,4,10,40,0,8834.0,9177.0,8461.0,9033.0,9725.0,8821.857142857143,8982.285714285714,9116.892857142857,603.9369251203346,726.5319547815714,627.9721826397376
2022-10-05,8938,28621,9743,10731,67.32,69.34,10.1,40.0,0,Autumn,0.0,60.0,20.0,20.0,2,5,10,40,0,8915.0,8564.0,8738.0,8821.0,8756.0,8784.42857142857,9014.714285714286,9087.964285714286,586.1145670551805,711.4502446056928,617.4907096102993
2022-10-06,9008,31790,9119,10895,68.69,71.24,9.8,35.0,0,Autumn,20.0,0.0,60.0,20.0,3,6,10,40,0,8938.0,8676.0,8432.0,10164.0,9002.0,8837.857142857143,9029.0,9094.464285714286,579.6830825463783,707.4632907030281,614.8190027029584
2022-10-07,9754,31621,9693,11126,67.58,68.89,11.3,45.0,0,Autumn,0.0,20.0,40.0,40.0,4,7,10,40,0,9008.0,8244.0,9947.0,9394.0,9624.0,8885.285714285714,9070.142857142857,9094.67857142857,577.8118823878283,686.5123515212657,614.7866268558961
2022-10-08,9651,30484,9194,11192,69.33,70.33,9.35,35.0,0,Autumn,0.0,40.0,20.0,40.0,5,8,10,40,1,9754.0,8277.0,9352.0,9744.0,8596.0,9101.0,9056.357142857143,9099.32142857143,580.3573611721112,669.2712003070868,619.4056322811341
2022-10-09,9270,30921,9859,10557,66.72,68.34,10.6,40.0,0,Autumn,60.0,0.0,20.0,20.0,6,9,10,40,1,9651.0,9981.0,8490.0,9200.0,9813.0,9297.285714285714,9077.714285714286,9137.0,478.66401378756666,684.0389584689937,619.7423598501202
2022-10-10,9250,31703,9620,10899,68.78,70.62,9.3,35.0,0,Autumn,20.0,40.0,20.0,20.0,0,10,10,41,0,9270.0,8834.0,10579.0,9113.0,8536.0,9195.714285714286,9133.42857142857,9117.607142857143,373.2241124247278,663.9583761613173,606.1523668179029
2022-10-11,9900,30816,8325,11312,69.59,71.54,9.65,40.0,0,Autumn,0.0,40.0,20.0,40.0,1,11,10,41,0,9250.0,8915.0,9177.0,8461.0,9033.0,9255.142857142857,9038.5,9143.107142857143,337.43267406076166,520.9961981258482,595.7072571686443
2022-10-12,9870,30578,8792,11240,70.76,73.14,8.35,30.0,0,Autumn,0.0,40.0,0.0,60.0,2,12,10,41,0,9900.0,8938.0,8564.0,8738.0,8821.0,9395.857142857143,9090.142857142857,9174.07142857143,375.21213047705055,569.368321663872,612.0799347804574
2022-10-13,9117,30542,7658,11374,68.79,70.83,10.85,45.0,0,Autumn,80.0,20.0,0.0,0.0,3,13,10,41,0,9870.0,9008.0,8676.0,8432.0,10164.0,9529.0,9183.42857142857,9211.535714285714,350.1889965908629,583.3499694122169,621.6968108356162
2022-10-14,8888,31614,8636,10431,67.58,69.82,10.7,45.0,0,Autumn,0.0,60.0,40.0,0.0,4,14,10,41,0,9117.0,9754.0,8244.0,9947.0,9394.0,9544.57142857143,9214.92857142857,9174.142857142857,324.6535882766955,565.4746766126285,593.1174834772211
2022-10-15,10134,29764,15959,12403,70.59,72.63,10.15,45.0,0,Autumn,0.0,20.0,0.0,80.0,5,15,10,41,1,8888.0,9651.0,8277.0,9352.0,9744.0,9420.857142857143,9260.92857142857,9156.07142857143,389.9762508031221,503.1788891691908,593.8787086896814
2022-10-16,9306,29246,6483,10816,68.76,70.32,8.6,30.0,0,Autumn,40.0,0.0,40.0,20.0,6,16,10,41,1,10134.0,9270.0,9981.0,8490.0,9200.0,9489.857142857143,9393.57142857143,9170.0,471.65821967867646,467.3392301572814,612.4611552308188
2022-10-17,8123,28475,5603,10329,67.03,68.54,9.65,35.0,0,Autumn,40.0,20.0,40.0,0.0,0,17,10,42,0,9306.0,9250.0,8834.0,10579.0,9113.0,9495.0,9345.357142857143,9173.785714285714,469.05045926138445,435.8307023362927,612.9808381479069
2022-10-18,8802,29322,9466,10505,66.08,67.97,11.25,45.0,0,Autumn,0.0,20.0,60.0,20.0,1,18,10,42,0,8123.0,9900.0,8915.0,9177.0,8461.0,9334.0,9294.57142857143,9138.42857142857,702.4910438337638,531.0288583040417,644.365345446744
2022-10-19,8806,33012,6700,10126,66.56,68.48,11.25,45.0,0,Autumn,0.0,60.0,20.0,20.0,2,19,10,42,0,8802.0,9870.0,8938.0,8564.0,8738.0,9177.142857142857,9286.5,9150.607142857143,677.1756120267444,538.0542938003273,634.230437108233
2022-10-20,8004,30831,6399,9347,67.0,68.99,7.1,20.0,0,Autumn,20.0,40.0,40.0,0.0,3,20,10,42,0,8806.0,9117.0,9008.0,8676.0,8432.0,9025.142857142857,9277.07142857143,9153.035714285714,612.0142777668381,545.7327416187994,632.7203748507911
2022-10-21,8799,29794,9360,10199,67.13,68.89,9.3,35.0,0,Autumn,40.0,40.0,20.0,0.0,4,21,10,42,0,8004.0,8888.0,9754.0,8244.0,9947.0,8866.142857142857,9205.357142857143,9137.75,719.3396111646197,641.3942274023849,655.5431802033443
2022-10-22,9426,28086,11501,10937,68.62,70.01,9.7,40.0,0,Autumn,60.0,40.0,0.0,0.0,5,22,10,42,1,8799.0,10134.0,9651.0,8277.0,9352.0,8853.42857142857,9137.142857142857,9096.75,719.6753567044027,629.2240468219167,638.7398835902552
2022-10-23,9894,26572,10622,11246,70.9,72.04,8.45,25.0,0,Autumn,20.0,40.0,0.0,40.0,6,23,10,42,1,9426.0,9306.0,9270.0,9981.0,8490.0,8752.285714285714,9121.07142857143,9099.392857142857,536.0288282936806,617.8605100588309,639.9869986692014
2022-10-24,9490,24831,10843,11353,68.53,72.67,10.55,45.0,0,Autumn,40.0,0.0,0.0,60.0,0,24,10,43,0,9894.0,8123.0,9250.0,8834.0,10579.0,8836.285714285714,9165.642857142857,9149.535714285714,667.2682404864591,651.0463302836996,645.4510614688967
2022-10-25,7939,27444,4137,9322,66.17,70.72,7.35,15.0,0,Autumn,20.0,60.0,0.0,20.0,1,25,10,43,0,9490.0,8802.0,9900.0,8915.0,9177.0,9031.57142857143,9182.785714285714,9110.642857142857,622.239465464013,656.5746988461274,586.2177710819408
2022-10-26,7565,28945,6956,9381,65.71,67.73,8.3,30.0,0,Autumn,0.0,40.0,60.0,0.0,2,26,10,43,0,7939.0,8806.0,9870.0,8938.0,8564.0,8908.285714285714,9042.714285714286,9066.42857142857,748.0759128782059,699.5658465265609,626.3412528960309
2022-10-27,9343,30226,12678,10819,66.86,70.46,10.5,45.0,0,Autumn,60.0,40.0,0.0,0.0,3,27,10,43,0,7565.0,8004.0,9117.0,9008.0,8676.0,8731.0,8878.07142857143,9030.75,906.609802138343,758.6342449312913,682.0014459091914
2022-10-28,9848,27979,13746,11954,69.01,70.03,12.1,55.0,0,Autumn,0.0,60.0,0.0,40.0,4,28,10,43,0,9343.0,8799.0,8888.0,9754.0,8244.0,8922.285714285714,8894.214285714286,9054.57142857143,868.0947940337858,766.4734606847902,680.7992268661828
2022-10-29,8344,26888,7168,10192,70.13,70.14,5.25,0.0,0,Autumn,0.0,20.0,20.0,60.0,5,29,10,43,1,9848.0,9426.0,10134.0,9651.0,8277.0,9072.142857142857,8962.785714285714,9111.857142857143,931.4933223184142,807.7080754609841,677.5440788878482
2022-10-30,8403,30250,4981,9779,69.61,69.81,5.95,0.0,0,Autumn,40.0,0.0,60.0,0.0,6,30,10,43,1,8344.0,9894.0,9306.0,9270.0,9981.0,8917.57142857143,8834.92857142857,9114.25,952.5238154752923,747.4772406399936,674.5983510098354
2022-10-31,8348,32115,6012,9702,69.8,70.96,4.7,0.0,0,Autumn,20.0,0.0,60.0,20.0,0,31,10,44,0,8403.0,9490.0,8123.0,9250.0,8834.0,8704.57142857143,8770.42857142857,9057.892857142857,859.9997785160249,742.64596744821,665.3578452000978
2022-11-01,9586,31413,10436,11112,68.91,69.16,10.3,40.0,0,Autumn,40.0,20.0,20.0,20.0,1,1,11,44,0,8348.0,7939.0,8802.0,9900.0,8915.0,8541.42857142857,8786.5,9040.535714285714,791.7842418956574,729.8822613166249,677.640595341684
2022-11-02,9480,29697,10554,11091,69.3,69.19,9.95,40.0,0,Autumn,0.0,20.0,40.0,40.0,2,2,11,44,0,9586.0,7565.0,8806.0,9870.0,8938.0,8776.714285714286,8842.5,9064.5,826.8643004922651,760.5929620014948,684.8629222130712
2022-11-03,8031,25407,8021,9503,67.92,69.63,6.95,15.0,0,Autumn,0.0,20.0,80.0,0.0,3,3,11,44,0,9480.0,9343.0,8004.0,9117.0,9008.0,9050.285714285714,8890.642857142857,9083.857142857143,658.8749791084998,779.2080404678347,688.8033485038073
2022-11-04,9596,27998,12195,11012,69.9,73.24,8.05,25.0,0,Autumn,40.0,20.0,0.0,40.0,4,4,11,44,0,8031.0,9848.0,8799.0,8888.0,9754.0,8862.857142857143,8892.57142857143,9048.964285714286,742.9729534268387,776.8746769822762,716.9589833891749
2022-11-05,10027,28929,12638,11890,70.04,72.44,9.3,40.0,0,Autumn,40.0,0.0,20.0,40.0,5,5,11,44,1,9596.0,8344.0,9426.0,10134.0,9651.0,8826.857142857143,8949.5,9043.32142857143,691.6131935726788,798.3940370904519,711.8077171473218
2022-11-06,8971,26712,9073,10953,68.44,69.51,10.3,45.0,0,Autumn,20.0,40.0,20.0,20.0,6,6,11,44,1,10027.0,8403.0,9894.0,9306.0,9270.0,9067.285714285714,8992.42857142857,9056.75,782.3600437747484,841.005964881988,727.0793234528112
2022-11-07,9522,28866,9063,11070,68.13,70.56,10.95,50.0,0,Autumn,20.0,0.0,60.0,20.0,0,7,11,45,0,8971.0,8348.0,9490.0,8123.0,9250.0,9148.42857142857,8926.5,9046.07142857143,729.660847504469,800.0749724485281,726.026268710126
2022-11-08,9237,31467,9260,10671,68.53,71.46,8.25,30.0,0,Autumn,40.0,20.0,20.0,20.0,1,8,11,45,0,9522.0,9586.0,7939.0,8802.0,9900.0,9316.142857142857,8928.785714285714,9055.785714285714,645.0326680542075,801.8523918040089,730.6608047789458
2022-11-09,9332,32435,8130,11012,69.98,71.94,9.35,40.0,0,Autumn,0.0,40.0,20.0,40.0,2,9,11,45,0,9237.0,9480.0,7565.0,8806.0,9870.0,9266.285714285714,9021.5,9032.107142857143,634.0929780102375,752.1022588001969,712.814003026076
2022-11-10,9415,32638,10701,11157,67.79,69.87,10.55,40.0,0,Autumn,0.0,40.0,0.0,60.0,3,10,11,45,0,9332.0,8031.0,9343.0,8004.0,9117.0,9245.142857142857,9147.714285714286,9012.892857142857,628.2195551905371,626.6853496552934,696.4549566294742
2022-11-11,8509,32860,5959,9777,66.93,69.67,8.5,30.0,0,Autumn,20.0,40.0,40.0,0.0,4,11,11,45,0,9415.0,9596.0,9848.0,8799.0,8888.0,9442.857142857143,9152.857142857143,9023.535714285714,328.89483049113977,628.7034102198172,700.3707209938196
2022-11-12,10448,32222,15251,12531,68.83,69.82,12.2,60.0,0,Autumn,40.0,20.0,0.0,40.0,5,12,11,45,1,8509.0,10027.0,8344.0,9426.0,10134.0,9287.57142857143,9057.214285714286,9010.0,470.6151496154856,616.5503508756485,706.7207526472025
2022-11-13,9331,32915,7381,10892,68.76,70.04,9.85,35.0,0,Autumn,20.0,40.0,20.0,20.0,6,13,11,45,1,10448.0,8971.0,8403.0,9894.0,9306.0,9347.714285714286,9207.5,9021.214285714286,592.0854989739444,682.2561835557442,727.405605796327
2022-11-14,8599,30060,8246,10350,68.95,70.25,8.15,25.0,0,Autumn,0.0,60.0,20.0,20.0,0,14,11,46,0,9331.0,9522.0,8348.0,9490.0,8123.0,9399.142857142857,9273.785714285714,9022.107142857143,569.0991210007232,641.9725825168438,727.783359060149
2022-11-15,9674,31689,12570,11763,70.21,69.62,9.95,40.0,0,Autumn,80.0,0.0,0.0,20.0,1,15,11,46,0,8599.0,9237.0,9586.0,7939.0,8802.0,9267.285714285714,9291.714285714286,9039.107142857143,638.5756844430365,617.1541920001401,711.3780751984289
2022-11-16,9608,34688,7752,10893,69.34,69.8,8.15,25.0,0,Autumn,0.0,0.0,20.0,80.0,2,16,11,46,0,9674.0,9332.0,9480.0,7565.0,8806.0,9329.714285714286,9298.0,9070.25,656.2381971727631,620.8193097710996,719.6526747134532
