Date,Units Sold,Demand,Competitor Pricing,Epidemic,Seasonality,Weather_Cloudy,Weather_Rainy,Weather_Snowy,Weather_Sunny
2023-12-09,8769,10302,69.19,0,Winter,0.0,0.0,60.0,40.0
2023-12-10,9624,10770,69.61,0,Winter,20.0,0.0,80.0,0.0
2023-12-11,8767,9679,67.9,0,Winter,0.0,0.0,100.0,0.0
2023-12-12,9584,11853,71.1,0,Winter,0.0,0.0,60.0,40.0
2023-12-13,10508,11992,73.26,0,Winter,20.0,0.0,0.0,80.0
2023-12-14,9745,11385,73.22,0,Winter,40.0,0.0,0.0,60.0
2023-12-15,9090,10994,70.65,0,Winter,0.0,0.0,80.0,20.0
2023-12-16,9161,10445,69.03,0,Winter,40.0,0.0,40.0,20.0
2023-12-17,9184,11106,69.97,0,Winter,80.0,0.0,20.0,0.0
2023-12-18,10282,11890,73.67,0,Winter,40.0,0.0,20.0,40.0
2023-12-19,9249,11331,72.1,0,Winter,20.0,0.0,20.0,60.0
2023-12-20,8916,10632,71.67,0,Winter,0.0,0.0,80.0,20.0
2023-12-21,10693,12396,74.95,0,Winter,20.0,0.0,0.0,80.0
2023-12-22,9783,11691,70.25,0,Winter,20.0,0.0,40.0,40.0
2023-12-23,9588,11032,68.39,0,Winter,20.0,0.0,80.0,0.0
2023-12-24,10491,11920,72.76,0,Winter,40.0,0.0,20.0,40.0
2023-12-25,8639,9871,71.27,0,Winter,20.0,0.0,80.0,0.0
2023-12-26,9687,11544,72.4,0,Winter,20.0,0.0,40.0,40.0
2023-12-27,6136,7180,61.74,1,Winter,20.0,0.0,60.0,20.0
2023-12-28,6029,7006,64.26,1,Winter,20.0,0.0,40.0,40.0
2023-12-29,6267,6941,65.35,1,Winter,0.0,0.0,40.0,60.0
2023-12-30,5316,6223,62.96,1,Winter,40.0,0.0,40.0,20.0
2023-12-31,5783,6400,64.03,1,Winter,40.0,0.0,20.0,40.0
2024-01-01,6030,6934,61.86,1,Winter,80.0,0.0,0.0,20.0
2024-01-02,6106,7175,63.87,1,Winter,40.0,0.0,20.0,40.0
2024-01-03,6268,7110,62.04,1,Winter,60.0,0.0,40.0,0.0
2024-01-04,5661,6430,63.04,1,Winter,20.0,0.0,60.0,20.0
2024-01-05,6598,7707,61.81,1,Winter,20.0,0.0,0.0,80.0
2024-01-06,6655,7302,62.83,1,Winter,80.0,0.0,0.0,20.0
2024-01-07,6003,6946,62.06,1,Winter,20.0,0.0,60.0,20.0
2024-01-08,5620,7143,62.41,1,Winter,40.0,0.0,20.0,40.0
2024-01-09,8533,10083,69.09,0,Winter,20.0,0.0,80.0,0.0
2024-01-10,8277,10060,69.23,0,Winter,40.0,0.0,60.0,0.0
2024-01-11,9323,11324,70.67,0,Winter,0.0,0.0,60.0,40.0
2024-01-12,8508,10648,69.2,0,Winter,60.0,0.0,20.0,20.0
2024-01-13,9926,11844,71.47,0,Winter,60.0,0.0,0.0,40.0
2024-01-14,8990,10186,71.73,0,Winter,60.0,0.0,40.0,0.0
2024-01-15,8671,10523,70.79,0,Winter,80.0,0.0,0.0,20.0
2024-01-16,9078,10437,67.25,0,Winter,20.0,0.0,80.0,0.0
2024-01-17,8736,10122,67.95,0,Winter,60.0,0.0,40.0,0.0
2024-01-18,9429,11301,71.47,0,Winter,20.0,0.0,20.0,60.0
2024-01-19,7990,9017,67.82,0,Winter,0.0,0.0,80.0,20.0
2024-01-20,10914,12846,74.82,0,Winter,0.0,0.0,0.0,100.0
2024-01-21,8563,10348,68.81,0,Winter,40.0,0.0,60.0,0.0
2024-01-22,9639,11927,72.17,0,Winter,20.0,0.0,20.0,60.0
2024-01-23,8370,9479,68.71,0,Winter,40.0,0.0,60.0,0.0
2024-01-24,10051,11386,68.78,0,Winter,40.0,0.0,40.0,20.0
2024-01-25,10028,11794,72.89,0,Winter,20.0,0.0,0.0,80.0
2024-01-26,9184,11182,72.66,0,Winter,40.0,0.0,20.0,40.0
2024-01-27,9598,11540,70.91,0,Winter,20.0,0.0,60.0,20.0
2024-01-28,9942,11440,72.16,0,Winter,80.0,0.0,0.0,20.0
2024-01-29,8802,10268,70.19,0,Winter,40.0,0.0,40.0,20.0
2024-01-30,8425,9657,70.39,0,Winter,0.0,0.0,80.0,20.0
